companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Nordstrom,2012-02,12854644836,92073,91,856,5686,5686,0,82,0,0
Mayo Clinic,2014-06,7673082516,102690,91,727,29268,29269,0,91,0,76
Four Seasons Hotels,2013-05,106280431030,140636,91,863,29419,29419,66,65,0,10
CHG Healthcare Services,2015-09,32264600947,14409,91,47,738,738,0,18,0,58
Adobe,2015-04,305115773870,65234,90,109,1663,1663,0,82,0,20
Texas Instruments,2014-05,234443101357,168157,90,131,12272,12272,0,77,0,50
Texas Instruments,2016-01,234443101357,166314,90,129,50684,50684,32,90,0,2
David Weekley Homes,2015-01,8146864018,173835,90,238,992,992,0,24,0,74
Build-A-Bear Workshop,2012-10,8783725165,94912,90,2882,43898,43898,10,17,0,75
Zappos.com,2014-01,7172307686,18062,90,939,81164,81164,0,89,0,46
Navy Federal Credit Union,2015-07,160344204010636,130017,90,80,3789,3789,0,8,0,0
OhioHealth,2016-05,40814021698,112435,90,38,405,420,74,7,0,15
Zappos.com,2008-04,7172307686,23473,89,11,7,7,0,26,0,89
Texas Instruments,2015-09,234443101357,166607,89,56,13927,13927,0,88,0,10
Teach For America,2013-10,8433834471,99779,88,361,8551,8551,0,87,0,12
Baptist Health South Florida,2014-06,127900310965,68801,88,2,309,309,60,18,0,10
WellStar Health System,2015-10,94455639888,177533,88,412,4834,4834,0,81,0,4
JM Family Enterprises,2012-08,215824265320,39858,88,5,226,226,83,5,0,1
Aéropostale,2013-12,57143807607,152063,88,5746,1246139,1246139,0,71,0,3
Aéropostale,2013-11,57143807607,152151,87,58904,1543806,1543806,0,73,0,3
Intel,2011-08,22707976849,74751,87,623,2744,2744,0,53,0,1
Novo Nordisk,2012-06,105548031768,72388,87,13,313,313,0,56,0,8
KPMG,2013-02,274830721660,128566,87,17,283,283,76,87,0,2
Zappos.com,2011-09,7172307686,21762,87,1640,160,160,0,2,0,3
OhioHealth,2015-10,40814021698,112896,87,49,1394,1394,36,18,0,22
Stew Leonard's,2014-03,33439252677,136280,86,925,2752,2752,9,61,0,40
Zappos.com,2014-04,7172307686,17785,86,2313,82322,82322,0,86,0,35
Baptist Health South Florida,2014-04,127900310965,68922,86,11,376,376,61,25,0,19
Mayo Clinic,2016-04,7673082516,100416,86,721,29588,30829,0,86,0,15
The Everett Clinic,2015-08,61452139395,111994,86,13,123,123,0,15,0,81
Aéropostale,2012-10,57143807607,153416,86,7156,587793,587793,14,85,0,47
Zappos.com,2013-06,7172307686,18869,86,1067,61925,61925,0,86,0,58
World Wide Technology,2012-06,75577218799,79459,86,5,64,64,53,3,0,1
Baptist Health South Florida,2012-06,127900310965,69952,86,38,1160,1160,1,61,0,0
Container Store,2011-10,59375573322,47353,85,169,550,550,0,64,0,2
KPMG,2014-12,274830721660,124004,85,15,57,57,83,28,0,1
Capital One,2013-10,131080263606125,132987,85,287,1229,1230,0,81,0,24
Zappos.com,2014-09,7172307686,17291,85,720,34743,34743,0,57,0,21
Navy Federal Credit Union,2015-05,160344204010636,130121,85,712,46638,46638,0,20,0,6
Accenture,2009-07,20341500871,119397,85,3,2,2,0,84,0,0
Aéropostale,2013-10,57143807607,152237,85,4159,896232,896232,0,74,0,1
Aéropostale,2013-05,57143807607,152763,85,3759,533549,533549,0,69,0,12
KPMG,2012-12,274830721660,128791,85,10,20,20,6,85,0,0
Aéropostale,2012-11,57143807607,153332,84,10317,775440,775440,0,80,0,33
Starbucks,2015-11,22092443056,104157,84,16383,877883,877979,0,84,0,1
Texas Instruments,2014-12,234443101357,167469,84,34,3319,3319,10,83,0,22
MITRE,2010-09,151373044800,156704,84,280,198,198,0,84,0,0
Zappos.com,2013-07,7172307686,18785,84,1012,69207,69207,0,84,0,49
Container Store,2012-03,59375573322,47103,84,229,519,519,22,64,0,3
Southern Ohio Medical Center,2015-07,220886824589689,58898,84,27,251,251,0,7,0,3
Stew Leonard's,2014-06,33439252677,136023,84,1143,2191,2191,30,51,0,41
Four Seasons Hotels,2012-09,106280431030,141439,84,836,27413,27413,41,84,0,12
LifeBridge Health,2014-04,193538150681786,162381,84,38,248,248,31,50,0,39
Adobe,2014-08,305115773870,65725,84,194,5390,5390,0,61,0,69
Accenture,2015-01,20341500871,118952,84,6,283,283,0,79,0,11
KPMG,2013-11,274830721660,126349,83,9,255,255,79,83,0,1
Zappos.com,2013-03,7172307686,19161,83,1015,32985,32985,0,83,0,46
World Wide Technology,2015-07,75577218799,78137,83,2,141,141,60,2,0,4
Brocade Communications Systems,2012-11,111983056070,147531,83,7,179,179,24,6,0,58
Four Seasons Hotels,2009-09,106280431030,145177,83,498,1538,1538,0,83,0,0
Recreational Equipment (REI),2015-11,9062006483,3193,83,9220,504715,504727,0,80,0,24
LifeBridge Health,2012-03,193538150681786,163935,83,69,426,426,0,40,0,1
LifeBridge Health,2015-04,193538150681786,161852,83,17,403,403,0,55,0,44
Stew Leonard's,2013-12,33439252677,136462,83,492,2732,2732,8,81,0,41
Texas Instruments,2014-03,234443101357,168360,82,163,18251,18251,7,80,0,67
Aéropostale,2013-04,57143807607,152848,82,4616,614274,614274,0,80,0,13
KPMG,2016-02,274830721660,120953,82,1,19,19,77,78,0,0
Texas Instruments,2015-05,234443101357,166959,82,129,4554,4554,0,82,0,0
OhioHealth,2012-01,40814021698,116360,82,8,49,49,14,26,0,3
Recreational Equipment (REI),2015-08,9062006483,3414,82,4031,284646,284646,0,76,0,11
LifeBridge Health,2012-05,193538150681786,163797,82,35,251,251,0,82,0,0
Camden Property Trust,2010-05,128051573873366,2740,82,10,10,10,0,0,0,0
JM Family Enterprises,2012-12,215824265320,39629,81,7,159,159,10,5,0,69
David Weekley Homes,2015-08,8146864018,173408,81,776,2066,2066,0,59,0,31
Southern Ohio Medical Center,2014-05,220886824589689,59701,81,18,369,369,77,4,0,1
CHG Healthcare Services,2013-11,32264600947,15245,81,64,665,665,0,18,0,51
Salesforce.com,2010-12,5634829153,54475,81,12,67,67,0,2,0,0
Mars,2011-11,211095382256023,181399,81,2,45,45,0,3,0,0
David Weekley Homes,2014-12,8146864018,173924,81,235,729,729,0,37,0,51
Texas Instruments,2015-04,234443101357,167041,81,77,18115,18115,0,80,0,5
Aéropostale,2014-01,57143807607,151982,81,5530,1270851,1270851,0,73,0,3
Southern Ohio Medical Center,2014-07,220886824589689,59606,80,55,575,575,0,18,0,12
Herman Miller,2015-04,162638622561,164497,80,12,652,654,0,46,0,43
Texas Instruments,2013-08,234443101357,168971,80,103,3770,3770,12,80,0,59
Brocade Communications Systems,2011-11,111983056070,148026,80,14,85,85,0,1,0,0
MITRE,2012-09,151373044800,156321,80,283,747,747,0,63,0,12
David Weekley Homes,2015-10,8146864018,173278,79,867,4681,4684,0,47,0,57
Texas Instruments,2013-09,234443101357,168892,79,165,4522,4522,0,79,0,65
Four Seasons Hotels,2013-02,106280431030,140844,79,1031,42390,42390,45,79,0,9
Southern Ohio Medical Center,2014-04,220886824589689,59782,79,19,411,411,0,13,0,4
SAS,2011-12,140344030787,1770,79,403,3593,3593,12,63,0,3
OhioHealth,2011-12,40814021698,116442,79,6,44,44,0,2,0,0
MITRE,2015-03,151373044800,155274,79,14,377,377,0,77,0,20
Southern Ohio Medical Center,2012-08,220886824589689,61040,78,6,122,122,65,14,0,4
Nordstrom,2013-03,12854644836,90941,78,9472,254373,254374,10,76,0,22
CHG Healthcare Services,2014-10,32264600947,14808,78,40,831,831,0,20,0,35
Texas Instruments,2014-08,234443101357,167888,78,101,14683,14683,0,78,0,40
Publix Super Markets,2014-12,209968985766607,107960,78,242,1514,1514,0,41,0,15
Robert W. Baird,2013-03,148731991811588,44765,78,1,24,24,76,1,0,2
Adobe,2015-05,305115773870,65156,78,42,1540,1540,0,78,0,5
Salesforce.com,2010-09,5634829153,54598,78,22,35,35,0,34,0,0
Arkansas Children's Hospital,2014-10,112657538333,145760,78,261,6845,6845,32,38,0,6
LifeBridge Health,2015-09,193538150681786,161503,78,43,580,580,7,46,0,28
LifeBridge Health,2015-05,193538150681786,161775,77,12,329,329,11,52,0,39
Aéropostale,2012-06,57143807607,153657,77,6346,72328,72328,6,70,0,0
JM Family Enterprises,2015-08,215824265320,38475,77,7,181,181,7,2,0,2
Teach For America,2014-07,8433834471,99125,76,470,31236,31237,0,10,0,10
WellStar Health System,2015-07,94455639888,177714,76,115,1955,1955,5,46,0,2
WellStar Health System,2014-05,94455639888,178484,76,115,2305,2305,0,73,0,50
Navy Federal Credit Union,2013-08,160344204010636,131273,76,1323,31522,31522,0,76,0,4
"ARI, Automotive Resources International",2014-06,282991730710,176188,76,1,64,64,0,2,0,9
Texas Instruments,2014-10,234443101357,167646,76,70,4223,4223,0,68,0,27
Adobe,2014-03,305115773870,66033,76,190,9623,9623,0,65,0,47
"ARI, Automotive Resources International",2012-11,282991730710,176801,76,0,36,36,0,9,0,70
Navy Federal Credit Union,2013-02,160344204010636,132035,76,445,10909,10909,55,76,0,9
FedEx,2014-11,150993094945648,159419,76,11653,338579,338580,0,55,0,25
Adobe,2014-11,305115773870,65584,76,51,2556,2556,0,60,0,14
Southern Ohio Medical Center,2013-12,220886824589689,59897,75,62,918,918,0,10,0,9
Adobe,2012-10,305115773870,66980,75,295,4477,4477,0,74,0,35
Ernst & Young,2016-01,195665063800329,86056,75,49,1915,1915,0,57,0,15
Credit Acceptance,2012-06,168678439842388,179735,75,8,60,60,20,50,0,2
Stew Leonard's,2010-12,33439252677,138453,75,50,205,205,0,12,0,4
Baptist Health South Florida,2011-01,127900310965,71231,75,27,205,205,0,28,0,1
OhioHealth,2013-03,40814021698,115546,75,93,721,721,35,45,0,8
Build-A-Bear Workshop,2014-02,8783725165,94543,75,612,8535,8535,0,74,0,4
Recreational Equipment (REI),2016-01,9062006483,3029,75,3335,292953,292972,0,65,0,24
Southern Ohio Medical Center,2012-07,220886824589689,61117,75,45,425,425,63,11,0,0
FedEx,2011-09,150993094945648,160299,75,162,707,707,0,3,0,0
Baptist Health South Florida,2014-01,127900310965,69062,75,7,339,339,0,20,0,14
Navy Federal Credit Union,2013-10,160344204010636,131174,74,681,16496,16496,2,65,0,4
Adobe,2011-06,305115773870,67809,74,55,380,380,0,68,0,1
Brocade Communications Systems,2012-08,111983056070,147720,74,9,157,157,7,33,0,43
Container Store,2012-10,59375573322,46792,74,1045,2923,2923,24,42,0,39
Salesforce.com,2012-12,5634829153,52368,74,387,8476,8476,0,74,0,18
David Weekley Homes,2014-11,8146864018,174008,74,388,1275,1275,0,36,0,50
Aéropostale,2010-09,57143807607,154780,74,2118,9067,9067,0,23,0,0
Aéropostale,2012-01,57143807607,153974,74,5247,25579,25579,0,46,0,1
David Weekley Homes,2016-04,8146864018,172841,74,401,2361,2468,0,22,0,71
Sheetz,2011-03,21120170500,184528,74,114,601,601,0,1,0,6
Texas Instruments,2015-10,234443101357,166533,74,43,4216,4216,0,73,0,3
David Weekley Homes,2014-10,8146864018,174082,73,335,1127,1127,0,45,0,58
OhioHealth,2011-03,40814021698,116934,73,15,33,33,0,70,0,0
Intel,2015-03,22707976849,73833,73,1429,810563,810563,11,73,0,8
Adobe,2014-12,305115773870,65511,73,77,3424,3424,0,40,0,22
Recreational Equipment (REI),2014-11,9062006483,3934,73,3719,198997,198997,0,71,0,20
Container Store,2010-11,59375573322,47887,73,149,560,560,0,38,0,0
OhioHealth,2015-12,40814021698,112655,73,27,998,998,1,19,0,20
Southern Ohio Medical Center,2013-09,220886824589689,60212,73,14,375,375,0,9,0,8
Container Store,2015-12,59375573322,45206,73,447,34022,34025,0,71,0,21
Stew Leonard's,2015-02,33439252677,135412,73,467,3507,3507,26,40,0,43
Chesapeake Energy,2012-11,201579567564,41093,73,39,959,959,0,67,0,13
Stew Leonard's,2014-05,33439252677,136106,73,2632,4014,4014,21,53,0,41
KPMG,2015-02,274830721660,123680,72,9,378,378,34,49,0,1
Aéropostale,2011-03,57143807607,154506,72,3661,18765,18765,0,8,0,3
PricewaterhouseCoopers,2015-03,232561027513,75810,72,7,745,745,0,72,0,4
Discovery Communications,2013-05,153549641890,182377,72,12,258,258,48,45,0,19
Four Seasons Hotels,2011-04,106280431030,144824,72,369,2353,2353,0,27,0,0
Marriott International,2013-12,143602039041041,85259,72,331,3327,3327,2,27,0,20
Texas Instruments,2013-07,234443101357,169051,72,69,3055,3055,0,72,0,57
Mercedes-Benz USA,2010-07,6604386669,34930,72,1562,11731,11731,0,71,0,0
Zappos.com,2014-08,7172307686,17376,72,741,61976,61976,0,72,0,31
MITRE,2013-02,151373044800,156072,71,84,801,801,21,62,0,15
Chesapeake Energy,2010-10,201579567564,41696,71,33,86,86,0,62,0,0
Aéropostale,2011-12,57143807607,154048,71,2121,19086,19086,3,59,0,1
Stew Leonard's,2014-08,33439252677,135858,71,169,1296,1296,34,33,0,30
Discovery Communications,2015-04,153549641890,181679,71,26,96,96,68,4,0,2
Nordstrom,2012-04,12854644836,91962,71,2864,48292,48293,0,58,0,0
David Weekley Homes,2015-11,8146864018,173207,71,769,2525,2525,0,29,0,55
Nordstrom,2010-05,12854644836,92937,71,303,1291,1291,0,36,0,1
LifeBridge Health,2015-06,193538150681786,161704,71,6,329,329,2,37,0,40
Stew Leonard's,2015-06,33439252677,135178,71,689,3165,3165,16,57,0,49
JM Family Enterprises,2012-09,215824265320,39786,71,40,294,294,65,4,0,6
Texas Instruments,2013-12,234443101357,168624,71,95,5800,5800,0,71,0,41
Adobe,2012-12,305115773870,66838,71,418,4466,4466,0,62,0,43
Stew Leonard's,2011-11,33439252677,138048,70,187,829,829,0,46,0,3
Aéropostale,2014-06,57143807607,151644,70,6766,2490709,2490709,0,68,0,2
Mercedes-Benz USA,2012-08,6604386669,32607,70,7553,276110,276110,0,69,0,4
Stew Leonard's,2016-02,33439252677,134069,70,825,4667,4720,13,44,0,55
Southern Ohio Medical Center,2013-08,220886824589689,60285,70,65,1195,1195,48,21,0,18
St. Jude Children's Research Hospital,2012-11,6435441794,63038,70,2753,175284,175284,0,65,0,11
WellStar Health System,2014-01,94455639888,178778,70,158,1782,1782,0,56,0,56
OhioHealth,2012-08,40814021698,115951,70,18,155,155,46,55,0,13
Adobe,2013-08,305115773870,66403,70,777,16149,16149,0,70,0,31
MITRE,2013-05,151373044800,155919,70,54,920,920,25,44,0,13
Recreational Equipment (REI),2016-03,9062006483,2912,70,7270,510940,522225,0,69,0,15
Aéropostale,2010-11,57143807607,154701,70,4221,30626,30626,0,27,0,5
MITRE,2012-08,151373044800,156374,70,292,903,903,20,52,0,10
Aéropostale,2014-07,57143807607,151574,70,4328,2176179,2176179,0,67,0,0
Mercedes-Benz USA,2012-09,6604386669,32537,70,10706,399957,399957,0,70,0,6
Mars,2014-09,211095382256023,180886,70,24,582,582,0,45,0,14
Adobe,2015-03,305115773870,65324,70,73,2272,2272,0,51,0,23
David Weekley Homes,2015-02,8146864018,173765,70,209,1091,1091,1,35,0,59
Container Store,2012-02,59375573322,47136,70,116,433,433,0,15,0,0
American Express,2010-09,6185812851,88501,70,0,8,8,0,70,0,0
Recreational Equipment (REI),2012-06,9062006483,12420,70,1442,15317,15317,1,67,0,1
KPMG,2013-05,274830721660,128296,69,24,263,263,26,59,0,10
Four Seasons Hotels,2015-07,106280431030,139279,69,110,4758,4758,59,69,0,3
LifeBridge Health,2015-07,193538150681786,161635,69,18,364,364,0,40,0,35
American Express,2014-11,6185812851,87174,69,628,14226,14226,10,53,0,2
OhioHealth,2013-07,40814021698,115179,69,27,485,485,30,49,0,1
Discovery Communications,2014-04,153549641890,181949,69,4,156,156,45,36,0,20
Recreational Equipment (REI),2015-10,9062006483,3279,69,4674,237699,237702,0,65,0,14
Nordstrom,2011-04,12854644836,92308,69,1061,5858,5858,0,68,0,0
Stew Leonard's,2011-12,33439252677,137979,69,260,900,900,5,61,0,4
Container Store,2014-12,59375573322,45761,69,104,9087,9089,0,41,0,32
Google,2014-06,104958162837,192,69,3616,44686,44697,0,61,0,34
Four Seasons Hotels,2014-11,106280431030,139562,69,201,15125,15125,5,69,0,4
Texas Instruments,2014-02,234443101357,168442,69,87,3447,3447,0,69,0,56
Kimpton Hotels & Restaurants,2013-12,51530158577,37360,69,192,1458,1458,0,68,0,15
Teach For America,2015-02,8433834471,98960,69,270,22958,22958,0,66,0,6
Mayo Clinic,2016-01,7673082516,100667,69,1009,37375,37380,0,69,0,4
WellStar Health System,2013-03,94455639888,179297,68,26,290,290,0,60,0,68
Arkansas Children's Hospital,2011-07,112657538333,146384,68,24,244,244,0,67,0,2
KPMG,2013-03,274830721660,128498,68,13,269,269,51,35,0,1
CHG Healthcare Services,2015-05,32264600947,14573,68,14,392,392,0,11,0,30
David Weekley Homes,2015-03,8146864018,173690,68,255,568,568,0,27,0,52
Aéropostale,2014-04,57143807607,151780,68,5755,2167585,2167586,0,65,0,1
MITRE,2012-10,151373044800,156269,68,148,910,910,0,64,0,5
Mayo Clinic,2016-02,7673082516,100598,68,675,15834,15905,0,68,0,11
Four Seasons Hotels,2013-04,106280431030,140727,68,1396,44383,44383,38,54,0,8
Container Store,2010-02,59375573322,48294,68,111,49,49,0,30,0,1
Mayo Clinic,2015-12,7673082516,100736,68,600,26773,26774,0,68,0,1
Ernst & Young,2015-12,195665063800329,86131,68,39,2160,2160,0,32,0,4
Aéropostale,2014-03,57143807607,151847,68,5433,1693295,1693295,0,65,0,4
Booz Allen Hamilton,2016-03,115188672790,109614,68,51,1304,1319,0,67,0,57
Stew Leonard's,2012-10,33439252677,137477,68,765,3900,3900,21,67,0,45
Texas Instruments,2015-12,234443101357,166404,68,44,12306,12306,0,66,0,4
David Weekley Homes,2015-12,8146864018,173134,68,1150,4870,4873,0,28,0,54
"ARI, Automotive Resources International",2016-04,282991730710,175511,67,5,75,77,42,10,0,6
Zappos.com,2012-09,7172307686,21252,67,1784,6941,6941,0,60,0,64
Autodesk,2014-09,74463019717,81354,67,5,42,42,19,4,0,18
Zappos.com,2015-08,7172307686,16917,67,5484,157212,157212,0,67,0,6
Four Seasons Hotels,2014-12,106280431030,139495,67,185,10744,10744,49,27,0,1
"ARI, Automotive Resources International",2012-06,282991730710,177184,67,0,6,6,0,0,0,0
Discovery Communications,2013-07,153549641890,182259,67,7,201,201,0,31,0,23
Adobe,2016-04,305115773870,64626,67,48,8192,8436,3,49,0,25
Brocade Communications Systems,2011-08,111983056070,148229,67,10,53,53,0,4,0,0
SVB Financial Group,2013-10,17979232866,64016,67,27,610,610,33,44,0,17
OhioHealth,2011-08,40814021698,116697,67,1,2,2,0,40,0,0
Stew Leonard's,2013-04,33439252677,137039,67,2078,3884,3884,8,36,0,53
American Express,2014-05,6185812851,87411,67,337,12957,12957,0,64,0,53
Texas Instruments,2016-04,234443101357,166136,67,43,7875,7896,0,66,0,1
Brocade Communications Systems,2013-09,111983056070,147123,67,12,423,423,44,64,0,16
St. Jude Children's Research Hospital,2014-11,6435441794,61835,67,8786,670392,670393,0,45,0,32
Salesforce.com,2014-03,5634829153,51623,67,155,4594,4594,0,65,0,8
David Weekley Homes,2015-05,8146864018,173590,67,209,884,884,0,17,0,57
Stew Leonard's,2013-03,33439252677,137106,66,2627,4749,4749,16,65,0,43
Container Store,2011-03,59375573322,47755,66,86,287,287,0,25,0,0
FedEx,2014-12,150993094945648,159353,66,3424,245385,245385,0,36,0,36
Aéropostale,2014-11,57143807607,151325,66,3630,1721944,1721944,0,65,0,0
Aéropostale,2014-02,57143807607,151915,66,5801,1573994,1573995,0,63,0,0
CHG Healthcare Services,2014-01,32264600947,15141,66,25,700,700,0,21,0,31
Millennium: The Takeda Oncology Company,2013-10,201874996515231,57917,66,5,48,48,0,16,0,9
Stew Leonard's,2011-10,33439252677,138118,66,305,741,741,0,61,0,1
Stew Leonard's,2010-08,33439252677,138693,66,54,50,50,0,22,0,0
Adobe,2014-06,305115773870,65858,66,198,6805,6805,0,53,0,46
World Wide Technology,2015-10,75577218799,78035,66,20,603,603,49,66,0,9
Aéropostale,2015-07,57143807607,150830,66,675,324584,324586,0,65,0,3
Recreational Equipment (REI),2015-09,9062006483,3348,66,2069,139510,139511,0,64,0,7
Mercedes-Benz USA,2012-03,6604386669,32916,66,13341,238804,238805,0,65,0,0
Capital One,2012-12,131080263606125,133212,66,248,3747,3747,0,37,0,35
Teach For America,2015-07,8433834471,98827,65,399,41732,41732,0,11,0,3
Texas Instruments,2015-07,234443101357,166775,65,64,13812,13812,0,65,0,0
LifeBridge Health,2015-12,193538150681786,161333,65,7,239,239,2,45,0,28
Aéropostale,2016-03,57143807607,150414,65,234,29597,30485,0,65,0,2
The Everett Clinic,2016-03,61452139395,111784,65,65,669,688,6,19,0,26
Starbucks,2011-04,22092443056,104724,65,3028,25082,25082,0,46,0,0
Stew Leonard's,2016-03,33439252677,134004,65,608,3037,3152,6,50,0,42
WellStar Health System,2015-06,94455639888,177790,65,135,1639,1639,10,63,0,9
SRA International,2012-11,45726451297,172470,65,0,29,29,64,0,0,1
Chesapeake Energy,2010-07,201579567564,41834,65,6,4,4,0,65,0,0
